sample	Helicobacter	Comamonas	Caenimonas	Dorea	Sutterella	Anaerovibrio	Odoribacter	Succinivibrio	Sphingomonas	Aeromonas	Lactobacillus	Blautia	Enhydrobacter	Oscillibacter	Exiguobacterium	Desulfovibrio	Parabacteroides	Fusobacterium	Dialister	Parasutterella	Rubrobacter	Actinomyces	Streptococcus	Eubacterium	Diaphorobacter	Coprococcus	Acidovorax	Bacteroides	Butyricicoccus	Staphylococcus	Rheinheimera	Asaccharobacter	Hydrogenophaga	Serratia	Zoogloea	Vibrio	Acinetobacter	Curtobacterium	Clavibacter	Novosphingobium	Veillonella	Subdoligranulum	Paraprevotella	Lactococcus	Phascolarctobacterium	Clostridium	Megamonas	Coprobacillus	Chryseobacterium	Barnesiella	GpI	Aquabacterium	Escherichia/Shigella	Haemophilus	Pseudomonas	Burkholderia	Collinsella	Microbacterium	Turicibacter	Rikenella	Pantoea	Alistipes	Delftia	Azonexus	Streptophyta	Roseburia	Stenotrophomonas	Weeksella	Arthrobacter	Bacillus	Asticcacaulis	Prevotella	Faecalibacterium	Pseudoalteromonas	Slackia	Acidaminococcus	Gp1	Sphingobium	Succinispira	Klebsiella	Brachyspira	Ralstonia	Uruburuella	Ruminococcus	Eggerthella	Citrobacter	Rhizobium	Afipia	Enterococcus	Marinomonas	Anaerostipes	Propionibacterium
Tope_D5-634-238_1_1_319.fas	54	80	0	50	3	2	0	18	865	9	143	73	0	107	9	4	36	20	8	5	32	0	12	9	122	29	462	120	12	6	0	6	0	1	22	7	357	8	117	9	0	20	25	131	0	21	0	88	11	0	8	341	51	16	397	26	11	44	10	0	46	25	146	11	292	114	137	28	2	285	6	52	83	3	0	4	6	12	1	22	0	0	0	12	0	9	57	5	0	11	0	18
Tope_D5-631-642_1_1_901.fas	5	0	0	238	0	0	0	3	101	2	13	56	1	16	0	0	14	0	0	0	0	4	12	93	2	124	9	538	1	1	1	0	0	0	0	0	3	1	2	0	0	14	0	12	0	3	0	613	0	2	0	5	126	0	14	1	88	1	0	0	3	3	14	0	53	1498	5	5	5	14	0	1	235	0	0	0	0	0	0	2	0	0	2	14	0	0	1	1	0	7	0	0
Tope_D5-657-195_1_1_82.fas	16	7	0	128	38	1	7	48	603	6	88	174	0	43	0	10	59	20	5	1	72	4	32	31	123	94	455	600	3	43	10	1	5	0	13	15	209	7	14	14	0	24	59	115	21	22	0	248	96	6	0	212	58	13	169	55	59	31	30	0	64	131	37	63	301	227	42	32	5	186	0	82	187	38	6	0	4	14	1	37	0	0	0	18	6	0	22	11	0	54	11	16
Tope_D5-649-078_1_1_818.fas	0	4	0	181	39	40	1	235	469	8	29	345	8	445	1	0	69	2	3	15	365	0	73	21	52	159	327	1073	1	8	2	0	41	2	16	16	29	13	64	1	15	30	185	4	4	39	18	173	26	0	0	71	32	0	340	46	115	71	45	2	123	18	181	80	684	447	146	102	15	113	3	442	587	9	13	0	9	3	6	17	0	0	4	53	15	2	101	11	0	11	0	28
Tope_D5-610-925_1_1_191.fas	177	0	0	99	40	0	0	2	420	6	641	90	0	6	0	0	41	10	0	1	15	0	21	35	43	48	112	718	6	4	0	2	0	2	4	4	17	6	29	3	0	19	25	52	15	0	0	36	0	0	0	28	6	0	75	22	29	5	16	0	20	30	63	15	207	141	25	110	0	100	0	5	128	9	4	0	4	6	2	13	0	4	2	23	5	0	15	4	0	13	0	46
Tope_D5-645-576_2_1_430.fas	0	0	0	110	0	0	2	0	44	2	0	299	0	10	0	0	71	2	0	38	0	0	15	1	0	136	0	855	9	0	2	11	0	0	0	3	0	0	0	0	2	33	0	0	27	0	0	804	0	0	0	0	5	0	1	0	27	0	0	0	0	6	1	0	0	159	0	2	0	0	0	1	90	10	0	9	0	0	0	6	0	2	0	63	2	0	0	1	0	3	0	1
Tope_D5-609-663_2_1_772.fas	0	0	0	321	0	0	5	0	22	4	0	307	0	0	0	0	47	0	16	98	0	0	16	0	0	378	1	1758	9	0	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	254	0	12	0	0	444	0	1	0	86	0	0	0	0	5	0	0	3	1718	0	0	0	0	0	0	43	7	0	11	0	0	0	1	0	0	2	11	11	0	0	0	0	6	0	0
Tope_D5-609-173_2_1_1426.fas	3	0	0	86	0	0	2	0	64	2	6	194	1	28	9	0	115	0	21	11	0	0	19	10	3	314	3	105	0	2	2	3	2	1	0	4	0	0	4	0	2	38	0	9	0	0	0	384	1	0	0	1	11	0	65	2	45	1	6	0	102	3	2	0	459	331	4	464	3	68	0	1	262	8	0	10	0	0	0	10	0	0	1	5	0	1	1	15	0	4	0	7
Tope_D5-608-472_2_1_645.fas	0	0	0	184	1	2	0	13	372	12	127	79	0	41	5	0	41	0	8	0	24	0	40	10	0	85	2	714	0	10	7	2	0	0	0	17	1	7	5	0	0	73	5	56	23	9	83	18	2	0	0	0	21	0	62	0	31	35	28	0	26	21	24	0	383	187	11	0	2	35	0	143	182	41	0	0	5	0	0	106	0	0	9	68	2	5	2	11	0	20	0	2
Tope_D5-640-743_1_1_387.fas	8	0	0	50	4	6	2	108	380	13	68	161	4	145	0	0	10	8	3	2	149	0	32	13	39	83	147	138	0	2	5	0	12	2	7	9	10	21	59	5	2	15	75	73	0	20	1	44	9	0	0	32	27	1	239	46	14	54	43	3	59	14	108	56	624	196	93	29	8	100	3	187	105	15	0	0	22	3	2	23	0	0	9	32	6	6	84	6	0	8	0	28
Tope_D5-652-225_2_1_1064.fas	0	0	0	134	0	0	1	0	43	1	1	1219	0	137	0	0	33	0	22	14	0	1	74	0	0	156	0	630	22	0	0	3	0	0	0	1	0	0	0	0	0	191	0	2	0	0	0	111	0	0	0	0	1	0	1	0	44	0	7	0	0	50	0	0	4	320	0	115	1	0	1	0	840	3	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	3	1	1
Tope_D5-650-125_1_1_1006.fas	2	0	2	103	20	22	1	122	307	0	38	281	0	174	0	0	46	23	3	0	35	0	15	60	13	140	101	571	4	2	0	0	6	0	6	0	64	0	12	4	4	37	58	53	20	54	1	79	10	5	0	21	13	2	55	5	55	13	87	5	13	29	37	3	148	431	36	31	1	147	0	176	250	0	1	0	0	1	1	5	0	0	3	46	1	3	12	0	0	5	0	32
Tope_D5-631-781_1_1_594.fas	10	5	0	69	19	0	1	35	102	1	345	111	4	32	0	0	49	0	1	4	18	2	3	55	17	97	87	473	17	0	0	0	0	1	6	0	23	2	0	4	0	20	28	32	17	1	1	59	1	3	0	41	64	0	36	7	48	5	7	0	11	16	15	34	47	139	7	17	3	16	0	39	235	18	10	1	0	1	1	9	0	0	3	293	13	0	5	3	0	2	0	24
