sampleID	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Anaeroplasmataceae	Bacillaceae 1	Bacillaceae 2	Bacillales_Incertae Sedis XI	Bacteroidaceae	Bacteroidales_incertae_sedis	Bdellovibrionaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Burkholderiales_incertae_sedis	Carnobacteriaceae	Caulobacteraceae	Chloroplast	Clostridiaceae 1	Clostridiaceae 2	Clostridiaceae 3	Clostridiaceae 4	Clostridiales_Incertae Sedis XI	Clostridiales_Incertae Sedis XII	Clostridiales_Incertae Sedis XIII	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Corynebacterineae_incertae_sedis	Cytophagaceae	Deferribacteraceae	Defluviitaleaceae	Demequinaceae	Dermabacteraceae	Desulfomicrobiaceae	Desulfovibrionaceae	Dietziaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Flavobacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Gracilibacteraceae	Helicobacteraceae	Hyphomicrobiaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Listeriaceae	Marinilabiaceae	Methanobacteriaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Mycoplasmataceae	Nakamurellaceae	Neisseriaceae	Nocardiaceae	Nocardioidaceae	Nocardiopsaceae	Oxalobacteraceae	Paenibacillaceae 1	Pasteurellaceae	Peptococcaceae 1	Peptostreptococcaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Pseudonocardiaceae	Puniceicoccaceae	Rhizobiaceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Sanguibacteraceae	Shewanellaceae	Sinobacteraceae	Solirubrobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Thermoactinomycetaceae 1	Thermoplasmatales_incertae_sedis	Veillonellaceae	Verrucomicrobiaceae	Xanthomonadaceae
sample0082	1.9671368270871148	0.3567485144813612	0.0	0.0	0.0	0.0	0.0	0.0	2.4391159369528443	0.0	0.9366485474935946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0956582559757269	1.7363867477290928	0.0	0.0	0.0	0.0	0.8674027745555268	0.0	2.5961550305367136	0.3567485144813612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.683167861275874	0.0	1.481398891712426	0.683167861275874	2.8713475347346913	1.4432534086706972	0.0	0.0	0.0	0.0	1.5164627800793575	0.0	3.8936012512682567	3.9617500537120964	0.3567485144813612	0.0	0.0	0.0	0.0	0.0	1.3033409208332731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3567485144813612	2.452980627515323	3.6925568868029806	0.0	3.187084209623732	3.3912781157538165	0.0	0.0	0.0	0.0	0.3567485144813612	1.422845935288366	3.576794701465625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2920087144175456	1.7933814399683312	0.0	0.0	0.683167861275874	0.0	0.0
sample0083	1.6800979089563621	0.32552446362443593	0.0	0.0	0.6383023835739419	0.0	0.0	0.0	2.4295105103131758	0.0	0.7375243226275757	0.0	0.0	0.0	0.0	0.32552446362443593	1.0849488884344547	0.0	0.0	2.8908488663253844	1.7279803332290142	0.0	0.0	0.0	0.0	0.32552446362443593	0.0	2.3169509787813998	0.32552446362443593	0.0	0.0	0.0	0.32552446362443593	0.0	0.0	0.0	0.7375243226275757	0.0	0.0	0.32552446362443593	3.6538360117837927	1.4773689464660784	0.0	0.0	0.0	0.7375243226275757	2.001421358842472	0.0	3.774155100010007	3.9065725882438196	0.0	0.0	0.0	0.0	0.0	0.0	1.123082672579482	0.0	0.0	0.7375243226275757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4438108554135967	3.798951977657682	0.0	2.9312832830633466	2.945800271915294	0.0	0.0	0.0	0.0	0.0	1.324051287337964	3.5697201081171763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8393436249301907	1.7188168936177057	0.0	0.0	0.0	0.0	0.0
sample0084	1.9963572701795274	0.3918425309125334	0.0	0.0	0.3918425309125334	0.0	0.0	0.0	2.652569742385542	0.0	1.5019905891610696	0.0	0.0	0.0	0.0	0.3918425309125334	0.8363609210589081	0.0	0.0	1.481484292413769	1.1945546747403573	0.0	0.0	0.0	0.0	1.1945546747403573	0.0	2.173127037543567	0.7320265489093211	0.0	0.0	0.5944246732859769	0.0	0.0	0.0	0.0	0.7320265489093211	0.0	0.7320265489093211	0.5944246732859769	3.1271510930219795	1.2690864766486123	0.0	0.0	0.0	0.5944246732859769	1.3881425245496617	0.0	3.667170420034114	4.057901951665418	0.0	0.0	0.0	0.0	0.0	0.0	1.5019905891610696	0.0	0.0	1.233417471978728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3918425309125334	1.3020469970506725	3.3569633759978674	0.0	3.375846547657461	3.538550200174923	0.0	0.0	0.0	0.0	1.3020469970506725	1.680196327724634	3.7176578342090574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3918425309125334	2.1815862803960737	1.8620843802261067	0.0	0.0	0.3918425309125334	0.0	0.0
sample0085	2.082453423863676	0.7525557697536647	0.0	0.0	1.2379987474316805	0.0	0.0	0.0	2.6111419227910546	0.0	0.9613763262457243	0.0	0.0	0.0	0.0	0.0	0.9613763262457243	0.0	0.0	2.1028736285866922	1.292840992337503	0.0	0.8338324432693508	0.0	0.0	1.3178663260012216	0.0	2.2935335080398014	0.33528755538524213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5222227204084174	0.0	0.8338324432693508	1.5553910872515904	3.009434071159726	1.6555008732161995	0.0	0.0	0.0	0.0	2.5472497846261453	0.0	3.651792422827917	4.091637045845827	0.0	0.0	0.0	0.33528755538524213	0.0	0.0	1.207741049187629	0.0	0.0	0.5222227204084174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40563950055661	3.3412881741154052	0.33528755538524213	3.3992265759013733	3.3721895589633895	0.0	0.0	0.0	0.0	0.33528755538524213	2.0097955393124725	3.7185320964150614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3489914730648915	1.8358221508038386	0.0	0.0	0.7525557697536647	0.0	0.0
sample0086	1.6280518236494819	0.19114171355545792	0.0	0.0	0.8148424434881082	0.0	0.0	0.0	2.4136372318239565	0.19114171355545792	0.9932729919880893	0.0	0.0	0.0	0.0	0.0	0.424666222869894	0.0	0.0	2.8249991654987734	0.9415368274043348	0.0	0.19114171355545792	0.0	0.0	1.2966297441945365	0.0	2.1402491010371922	0.19114171355545792	0.0	0.0	0.0	0.3234145013738115	0.0	0.0	0.19114171355545792	0.8148424434881082	0.0	0.19114171355545792	0.68755174878706	3.779063225260704	1.540661170831303	0.0	0.0	0.0	0.0	1.7240463943834532	0.0	3.6622326248842083	3.913132394841839	0.0	0.0	0.19114171355545792	0.0	0.0	0.19114171355545792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9267895853419685	2.979382526219154	0.0	3.4776660108650437	3.331899427106201	0.0	0.0	0.0	0.0	0.7342515516021186	1.481490833273661	3.717282625998061	0.0	0.0	0.0	0.0	0.0	0.0	0.3234145013738115	0.0	1.2966297441945365	2.6589948159907255	0.0	0.0	0.3234145013738115	0.3234145013738115	0.0
sample0087	1.7122737458611346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.153982399896944	0.0	1.366317487066018	0.0	0.0	0.0	0.0	1.1805702175891024	0.8492130957980447	0.0	0.4803252173631879	1.9637860870888917	1.366317487066018	0.0	0.0	0.0	0.0	1.1805702175891024	0.0	2.658963087142331	0.4803252173631879	0.0	0.0	0.0	0.4803252173631879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7238787864363094	1.9023638216462233	0.0	0.0	0.0	0.0	1.6579036081839826	0.0	3.4097999110479593	3.8575813226057094	0.0	0.0	0.0	0.0	0.0	0.0	1.2832995609577194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8176370781448987	3.859648819522994	0.0	3.281945217264093	3.1543207561463205	0.0	0.0	0.0	0.0	0.4803252173631879	1.0457558895248011	3.6993136133335214	0.0	0.0	0.0	0.0	0.0	0.8492130957980447	0.0	0.0	1.7450730638452507	2.2992391321005217	0.0	0.0	0.7028119328137941	0.0	0.0
sample0088	1.1006204129067625	0.23690318732131413	0.0	0.0	0.0	0.0	0.0	0.0	1.8833612086834104	0.0	0.3893267301596767	0.0	0.0	0.0	0.0	0.0	1.124918257136901	0.0	0.0	3.055506107124799	1.951848713114544	0.0	0.23690318732131413	0.0	0.0	0.7285744670632326	0.0	2.6615864687871555	0.23690318732131413	0.0	0.0	0.23690318732131413	0.7837730201914733	0.0	0.0	0.23690318732131413	0.0	0.0	0.23690318732131413	0.501929668558612	3.6754147303878777	1.3840755557925566	0.0	0.0	0.0	0.0	1.9375353387906677	0.0	3.7475724364793637	3.735460911399151	0.0	0.0	0.0	0.0	0.0	0.0	0.8767418487934511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9856950697046345	4.052880683229045	0.0	2.411300495139194	2.406384529032996	0.0	0.23690318732131413	0.0	0.0	0.23690318732131413	0.7285744670632326	3.362268109948672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6625510124636094	1.29801824392805	0.0	0.0	0.0	0.0	0.0
sample0089	1.848236715380054	0.0	0.0	0.0	1.7920618506091681	0.0	0.0	0.0	2.028837990388801	0.0	1.026294064594489	0.0	0.0	0.0	0.0	0.8025512715539637	0.31583387768740656	0.0	0.0	2.033162154580151	1.2579087231121242	0.0	0.0	0.0	0.0	1.2579087231121242	0.0	2.4958912148023966	0.0	0.0	0.0	0.0	0.4967497102260738	0.0	0.0	0.4967497102260738	0.9286747529532503	0.0	0.0	0.0	3.164549811471516	0.9802214732055898	0.0	0.0	0.0	0.31583387768740656	2.2411345101383113	0.0	4.086935460173337	3.8229754050881226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9478583542639027	0.0	0.0	0.0	0.0	0.0	0.31583387768740656	0.0	0.0	2.0244703381872746	2.8426574534614586	0.0	3.3323017759526907	3.2343065355697243	0.0	0.0	0.0	0.0	0.7224198971503871	1.2828246917718906	3.7605420908400844	0.0	0.0	0.0	0.0	0.0	0.31583387768740656	0.0	0.0	1.2314758278418947	2.21926968201561	0.0	0.0	0.8701754539060644	0.0	0.0
sample0090	1.740797221906222	0.41723643139286937	0.0	0.0	0.41723643139286937	0.0	0.0	0.0	2.501418642145316	0.0	0.8724089204128457	0.0	0.0	0.0	0.0	0.25690813624713893	0.0	0.0	0.0	1.4659434535823315	0.6260494694848237	0.0	0.0	0.0	0.0	0.9170393065910413	0.0	2.6785249564755826	0.25690813624713893	0.0	0.0	0.0	0.25690813624713893	0.0	0.0	0.25690813624713893	1.1432856183436224	0.0	0.0	0.41723643139286937	3.7349210884894832	1.5990749636142232	0.0	0.0	0.0	0.25690813624713893	2.0536318157498785	0.0	4.00772587844016	3.6152027849317188	0.0	0.0	0.0	0.0	0.0	0.25690813624713893	0.0	0.0	0.0	1.4777651051950864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25690813624713893	1.7533428014226344	2.5003128334808262	0.0	3.309064102351771	3.379552998262232	0.0	0.0	0.0	0.0	0.822661177404499	1.253886101912397	3.7735944678631035	0.0	0.0	0.0	0.0	0.0	0.25690813624713893	0.0	0.0	2.0505239156441677	2.3928227067163172	0.0	0.0	0.6260494694848237	0.0	0.0
sample0091	1.8980112025792382	0.5180100765673041	0.33205182629598035	0.0	0.828687860464601	0.0	0.0	0.0	2.731953378372451	0.0	1.535224693072815	0.0	0.0	0.0	0.0	0.5180100765673041	0.33205182629598035	0.0	0.0	1.9783773779047076	1.1695874958011794	0.0	0.0	0.0	0.0	1.0543365038663117	0.0	1.9104433718565947	0.0	0.0	0.0	0.5180100765673041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.890480640229659	1.5495256222489788	0.0	0.0	0.0	0.33205182629598035	1.9104433718565947	0.0	3.660497964074774	4.127821592526979	0.33205182629598035	0.0	0.0	0.0	0.33205182629598035	0.33205182629598035	1.3795182788464249	0.0	0.0	2.697335360661894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33205182629598035	1.5633706085164845	3.508506520063639	0.0	3.3007413178593565	3.3504258383182925	0.0	0.0	0.0	0.0	1.3581947590785337	1.312123925478041	3.5766252349273944	0.0	0.0	0.0	0.0	0.0	0.33205182629598035	0.0	0.0	2.059414184132507	2.3961762341918886	0.0	0.0	0.0	0.0	0.0
