sampleID	Actinobacteria	Alphaproteobacteria	Bacilli	Bacteroidia	Betaproteobacteria	Chloroplast	Clostridia	Cytophagia	Deferribacteres	Deltaproteobacteria	Epsilonproteobacteria	Erysipelotrichia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Methanobacteria	Mollicutes	Negativicutes	Opitutae	Sphingobacteriia	Spirochaetia	Thermoplasmata	Verrucomicrobiae
sample0012	2.215720022775002	1.2261647842841397	3.651288495429058	3.3292565734397357	2.088720933904221	0.0	4.335271648969909	0.0	0.0	1.3046287250808648	2.1668190203626194	3.67677935528966	0.0	0.0	1.8760196906869964	0.0	1.2471492598601668	1.630083171643589	0.0	0.0	0.42596518457827715	0.0	0.0
sample0013	2.0614458478325823	1.4351230907877595	4.094204584323995	3.8134980256450355	2.3692643703357574	0.0	4.137116799571242	0.0	0.0	1.3234965804514525	2.420528887300665	2.351732208228161	0.0	0.0	1.5033056016354087	0.0	0.7504820447799069	1.6748297767296607	0.0	0.0	0.0	0.0	0.0
sample0014	2.0189308096131238	1.5347051405520153	3.7545336794314217	3.6598256855807025	2.0852832350889967	0.0	4.3327620204217006	0.0	0.0	1.5347051405520153	2.1936339515163255	3.044625544187753	0.0	0.0	2.3428703157788933	0.0	1.448636091933528	1.579192893792077	0.0	0.0	0.34861862112238456	0.0	0.0
sample0015	2.8269919984028156	0.5521045075704953	4.253692685447203	2.9647156310881235	1.4394718825289332	0.0	4.123679951561645	0.0	1.1913697399311247	1.1913697399311247	2.5512987879794724	2.3388572507562064	0.0	0.0	1.896615485863571	0.7222731208606912	1.4257573737024272	1.6576905621308498	0.0	0.0	0.0	0.0	0.26837272492904235
sample0016	2.450023664691056	0.9595801928911822	3.9846822439850365	3.1392153765488513	1.549898057274757	0.0	4.32912831466715	0.0	0.606567973964744	1.2609416255592554	2.035328386824904	2.77240294786252	0.0	0.0	2.1458362074873776	0.0	1.2360985525400954	1.6079112943780112	0.0	0.0	0.0	0.0	0.0
sample0017	2.0750728251676978	1.5547655984177495	3.668256794830005	3.5400861544000866	2.0673602310448116	0.0	4.3754101543099635	0.0	0.22979866186562484	1.617550506602247	2.76282215362414	2.8632288973075166	0.0	0.0	1.9242654677183373	0.0	0.22979866186562484	1.6319243921245323	0.0	0.0	0.0	0.0	0.0
sample0018	2.5742452282042523	1.348419667832634	3.650040101316865	3.5874887195005454	1.9862185781279031	0.0	4.373767775880061	0.0	1.1558272968699452	1.348419667832634	2.7744453148113983	2.330533405707321	0.0	0.0	2.322351841651048	0.953745725514315	0.8011617230026267	1.8298241264709174	0.0	0.0	0.0	0.36765748944152926	0.0
sample0019	2.437818258069031	1.1997353777684447	3.880909476514789	3.4951474920775807	2.398460620975821	0.0	4.303587272685826	0.0	0.7742560155535472	1.7512788785038702	2.567042950474957	3.197540236746234	0.0	0.0	2.253026070012367	0.0	1.0371415995284687	1.457881675182735	0.0	0.0	0.4740078668130116	0.0	0.0
sample0020	2.0783517627468813	1.1472385357698451	3.6269765487343264	3.6572298255035145	2.1808035246390536	0.0	4.376790283093749	0.0	0.38888718172843806	1.5354691170231356	2.324327596395619	2.54415605635146	0.0	0.0	1.8012827099717799	0.0	1.5167388786591343	1.6478992551278127	0.38888718172843806	0.0	0.0	0.0	0.0
sample0021	2.230126564422169	1.7066712839245022	3.7659325546663647	3.571445512012356	2.2910596999801323	0.0	4.338528988168937	0.0	1.672619697936264	1.6356693468888612	2.6212461675926835	3.018029747026515	0.0	0.0	2.3022837348443446	0.3578105317274523	1.566104173107323	1.6356693468888612	0.0	0.0	0.3578105317274523	0.0	0.0
sample0022	2.5419219784411795	1.2666484338648982	3.9122590143405533	3.3652441772963666	2.5352376893072237	0.0	4.19759330386261	0.0	0.0	0.849984656138406	2.0884343360930515	3.804587070563036	0.0	0.0	1.9682401281553432	0.0	0.5158345035461204	1.7088750463788123	0.0	0.0	0.0	0.0	0.0
sample0023	2.9463619141809727	0.8522669940546294	3.999178564047397	3.206729249261727	2.236190110223316	0.0	4.2531977966733905	0.0	1.1216588936958753	1.183891763349961	1.9950388002196047	3.4453066643538213	0.0	0.0	1.6209343986087428	0.0	1.641628386362695	1.661380998707478	0.0	0.0	0.0	0.0	0.0
sample0024	1.9038161608173456	1.056074079182819	3.7556722857572145	3.3251591589908744	1.310887593727004	0.0	4.380785458792429	0.0	0.3612133058070996	1.4890772451610719	2.6833079436215246	2.9176972768560767	0.0	0.0	2.436843152250422	0.0	1.1838402766351257	1.4509079117419523	0.0	0.0	0.0	0.0	0.0
sample0025	2.676776615058309	1.923800799153142	3.8377350372040815	3.6628158789263243	2.079566707326234	0.0	4.282599032393422	0.0	0.33600144461267745	1.7736808983638113	2.13868857151985	3.280283475061302	0.0	0.0	1.9177144251805394	0.0	1.6890971127519605	1.6678332964308422	0.0	0.0	0.0	0.0	0.0
